V1,V2,V3,V4,V5,journal,month,year,URL,q,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_16_TEXT,Q9_17,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_2_1,Q11_2_2,Q11_2_3,Q11_2_4,Q11_2_5,Q11_2_6,Q11_3_1,Q11_3_2,Q11_3_3,Q11_3_4,Q11_3_5,Q11_3_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_5_TEXT,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_8_TEXT,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_12_TEXT,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_11_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22,Q23,Q23_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,
R_cNr40awCqnxb9KQ,Default Response Set,2011-02-13 19:11:06,2011-02-13 19:22:54,1,Mol. Ecol.,NOV,2010,,1,1,1,2,3,4,1,Somewhat Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Somewhat Disagree,.,.,.,.,.,.,.,.,.,.,.,,,.,Neutral,.,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Somewhat Disagree,Somewhat Disagree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_9ZW52TBt1OmlOQY,Default Response Set,2011-02-13 19:16:37,2011-02-13 19:23:47,0,PLoS. Biol.,NOV,2010,,1,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,Strongly agree,Strongly agree,.,Strongly agree,.,.,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,1,2,3,4,Strongly Disagree,Strongly Disagree,tenured faculty,,1,2,3,4,,,,,,,
R_dps2l9mJP2jDBu4,Default Response Set,2011-02-13 19:15:39,2011-02-13 19:28:27,0,Oecologia,NOV,2010,,1,1,1,2,3,4,1,Agree,Neutral,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,A few times,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Disagree,.,.,.,Neutral,.,.,Strongly disagree,.,.,.,Strongly disagree,,,Strongly agree,.,Neutral,.,.,.,.,Strongly agree,.,Strongly agree,,,1,2,3,4,Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_8wgHOcydSXNPom8,Default Response Set,2011-02-13 19:22:07,2011-02-13 19:29:43,1,Physiol. Genomics,NOV,2010,,1,1,1,2,3,4,1,Strongly Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,Requires online public archiving,,,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,.,Neutral,Neutral,,,.,.,.,Strongly disagree,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Somewhat Agree,Strongly Disagree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_0AmsEfw93gjxJIg,Default Response Set,2011-02-13 19:22:20,2011-02-13 19:31:13,0,BMC Evol. Biol.,NOV,2010,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,I've never published a paper based on a dataset collected by me or my co-authors,1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,,,No policy,,,,,,No policy,,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,Neutral,.,.,Strongly disagree,Strongly disagree,.,.,.,.,.,,,.,Neutral,Neutral,.,.,.,.,Neutral,Neutral,.,,,1,2,3,4,Agree,Somewhat Agree,student,,1,2,3,4,,,,,,,
R_cZ8ZoxaxTWNK4xC,Default Response Set,2011-02-13 19:10:53,2011-02-13 19:31:41,1,ISME J.,NOV,2010,,1,1,1,2,3,4,1,Somewhat Disagree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,A few times,Never,Never,Never,Never,Never,Never,Many times,Many times,A few times,,,A few times,1,2,3,4,,,Requires online public archiving,,,,,,Requires online public archiving,,,,,,,,No policy,,,,,I don't know,,,,,,,,Other (please specify),"don't know, we publish a lot of papers and not sure which one this is referring to",,,,,,,,,Other (please specify),see above,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,.,.,.,.,.,.,Strongly agree,Strongly agree,Strongly disagree,,SRA (the short read archive) is the absolute worst thing that has ever happened to microbial ecology and requires endless fighting with incometent staff. Deposition in a resource that actually served our community would be a very good thing.,.,Neutral,Neutral,Strongly disagree,.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,"...these comments apply as long as we are not talking about clueless resources such as SRA, see comments above, but rather a community supported resource, that would make big difference.",1,2,3,4,Strongly Agree,Strongly Agree,tenured faculty,,1,2,3,4,"Does not easily distinguish what exists in practice (e.g. the horror that is SRA) from what should exist (free and open access to data for all, submitted in a way that is not exquisitely painful for those who have to do it).",1,1,2,3,4,
R_erGrL58bEJHHUUI,Default Response Set,2011-02-13 19:26:55,2011-02-13 19:36:27,0,J. Hered.,NOV,2010,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,,,The entire dataset is in the body of the paper,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,Strongly disagree,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Somewhat Disagree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_9mI0FsFJbxrtWVS,Default Response Set,2011-02-13 19:29:33,2011-02-13 19:38:13,1,Proc. R. Soc. B-Biol. Sci.,NOV,2010,,1,1,1,2,3,4,1,Agree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,Never,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,Strongly disagree,Strongly disagree,,,.,.,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly agree,,,1,2,3,4,Disagree,Disagree,non-tenured faculty,,1,2,3,4,"I personally find submitting your own data a bit tedious, and I would always be worried that someone would use arcane statistical models to contradict something I found, but in the end transparency is an important feature of science and it's ridiculous that we don't have to show our data.  It is absolutely the right thing to do.",1,1,2,3,4,
R_eL2BDrkRwFT8pRa,Default Response Set,2011-02-13 19:25:14,2011-02-13 19:39:58,1,Biol. Conserv.,NOV,2010,,1,1,1,2,3,4,1,Strongly Disagree,Strongly Disagree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,A few times,Never,,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,1,2,3,4,,,,,,I don't know,Forbids online public archiving,,,,,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Agree,Strongly agree,Strongly agree,.,Strongly agree,.,.,.,.,.,.,.,,,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,.,.,,,1,2,3,4,Somewhat Agree,Somewhat Agree,tenured faculty,,1,2,3,4,"Very interesting topic.  I am not really inclined to share at this point because I fear getting scooped and am concerned that it will breed a group of scavenger researchers that will simply skim others' data and publish findings.  It really seems unfair after the researcher has invested so much, and there is the potential for the data to be taken out of context.   /  / Yet, I fully acknowledge that public data would benefit science.  If there somehow was a way to protect the researcher from being scooped (e.g., there is a 5 year embargo before the data are made available, or if any paper to be published by a 2nd party required written consent and coauthorship by 1st party), this could to some extent safeguard my concerns.",1,1,2,3,4,
R_dcioNHBWcONm36Q,Default Response Set,2011-02-13 19:47:08,2011-02-13 20:00:33,1,Behav. Ecol.,NOV,2010,,1,1,1,2,3,4,1,Disagree,Strongly Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,,,,No policy,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,.,.,Neutral,Neutral,Strongly disagree,.,.,.,Strongly agree,,,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,.,.,,,1,2,3,4,Strongly Disagree,Strongly Disagree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_cuKgcHvFEoIT4y0,Default Response Set,2011-02-13 19:47:43,2011-02-13 20:08:17,1,Anim. Behav.,NOV,2010,,1,1,1,2,3,4,1,Somewhat Disagree,Strongly Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,Once,Once,A few times,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,.,Strongly disagree,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,.,,,Strongly agree,.,.,Neutral,Neutral,Strongly agree,Strongly agree,.,Strongly agree,Strongly agree,,,1,2,3,4,Somewhat Disagree,Somewhat Agree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_cUNWv9OvNoK5FrK,Default Response Set,2011-02-13 20:04:26,2011-02-13 20:08:59,1,J. Evol. Biol.,NOV,2010,,1,1,1,2,3,4,1,Agree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,Neutral,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,,,1,2,3,4,Disagree,Disagree,student,,1,2,3,4,,1,1,2,3,4,
R_8oKcSU6ORVJHuEk,Default Response Set,2011-02-13 20:03:53,2011-02-13 20:13:10,1,J. Evol. Biol.,NOV,2010,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,Never,Never,Once,Once,Never,Never,Once,Once,Once,Once,A few times,A few times,A few times,Once,,,Once,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,The entire dataset is in the body of the paper,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Somewhat Disagree,Neutral,Neutral,.,Neutral,.,.,.,Neutral,Neutral,.,.,,,.,.,.,.,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,.,,,1,2,3,4,Neutral,Somewhat Agree,research staff,,1,2,3,4,,1,1,2,3,4,
R_6LuVNtNguj7J0Mc,Default Response Set,2011-02-13 20:11:38,2011-02-13 20:21:34,1,Behav. Ecol. Sociobiol.,NOV,2010,,1,1,1,2,3,4,1,Somewhat Disagree,Strongly Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,A personal or lab website,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,.,.,Neutral,Strongly agree,.,.,.,.,.,.,.,,,.,.,.,.,.,Neutral,Neutral,Strongly agree,.,Strongly agree,,,1,2,3,4,Agree,Neutral,postdoc,,1,2,3,4,,1,1,2,3,4,
R_1SqhFNYabcdy3Ag,Default Response Set,2011-02-13 20:19:38,2011-02-13 20:29:09,1,Oikos,NOV,2010,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,Never,,,,,,,,,,,,,,,,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,,,A personal or lab website,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,Neutral,.,Neutral,.,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,2,3,4,Agree,Somewhat Agree,non-tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_1KN3uiGzfieKnkM,Default Response Set,2011-02-13 20:20:07,2011-02-13 20:33:03,1,J. Exp. Biol.,OCT,2010,,2,1,1,2,3,4,1,Somewhat Agree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,.,.,Strongly disagree,.,.,.,,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,,Neutral,Neutral,Neutral,Strongly disagree,.,Neutral,Neutral,Neutral,Neutral,.,,,1,2,3,4,Disagree,Neutral,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_79ZiIzPABBEAxlW,Default Response Set,2011-02-13 20:41:18,2011-02-13 21:01:37,1,Mol. Ecol.,OCT,2010,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,.,.,.,.,.,Neutral,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,.,,,1,2,3,4,Neutral,Neutral,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_03CDUorT2Vs7o8s,Default Response Set,2011-02-13 20:31:47,2011-02-13 21:02:25,0,Mol. Phylogenet. Evol.,NOV,2010,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,Strongly agree,Strongly agree,.,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Strongly Agree,Agree,student,,1,2,3,4,,,,,,,
R_bmFPwUtY482gDn6,Default Response Set,2011-02-13 22:22:05,2011-02-13 22:28:36,0,Funct. Ecol.,OCT,2010,,2,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,No policy,,,,,,,I don't know,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,.,.,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,.,.,,,Neutral,Neutral,Neutral,.,.,.,.,Neutral,.,Neutral,,,1,2,3,4,Disagree,Agree,student,,1,2,3,4,,,,,,,
R_3QQCDWgUZcEoYTi,Default Response Set,2011-02-13 22:31:50,2011-02-13 22:39:16,0,Genetics,NOV,2010,,1,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Once,Once,A few times,Never,A few times,A few times,A few times,,,A few times,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,.,,,1,2,3,4,Neutral,Neutral,tenured faculty,,1,2,3,4,,,,,,,
R_8nORIFrdQcuLDAo,Default Response Set,2011-02-13 22:53:58,2011-02-13 23:00:59,1,Evolution,NOV,2010,,1,1,1,2,3,4,1,Somewhat Agree,Neutral,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Once,Once,Never,Never,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,Neutral,.,.,.,.,Neutral,Neutral,.,.,Neutral,Neutral,,.,.,.,Neutral,Neutral,.,.,.,.,Strongly agree,Neutral,,1,2,3,4,Agree,Neutral,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_cx3mhfxEeJgoPJ2,Default Response Set,2011-02-13 23:05:03,2011-02-13 23:13:58,1,J. Anim. Ecol.,NOV,2010,,1,1,1,2,3,4,1,Agree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Once,A few times,Never,Never,Once,Never,Never,Never,Never,Never,Once,Once,,,Once,1,2,3,4,,,,,No policy,,,Recommends online public archiving,,,,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,"We wanted to publicly archive the data but were not able to, for other reasons",Other (please specify),Collaborative data owners refusing to make data available,,,1,2,3,4,1,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,.,.,Strongly agree,.,.,.,.,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly agree,.,Strongly agree,,,1,2,3,4,Somewhat Agree,Somewhat Agree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_dh5YdTxszkYHIXO,Default Response Set,2011-02-13 23:12:07,2011-02-13 23:17:29,0,Mol. Phylogenet. Evol.,NOV,2010,,1,1,1,2,3,4,1,Agree,Somewhat Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,Neutral,.,.,Strongly disagree,.,Strongly disagree,.,.,.,Strongly disagree,,,.,Neutral,.,.,.,.,.,Neutral,Neutral,Neutral,,,1,2,3,4,Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_1LgMCyrDoLCWuSo,Default Response Set,2011-02-13 23:16:36,2011-02-13 23:26:25,1,Conserv. Genet.,OCT,2010,,2,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,A few times,A few times,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Once,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,I don't know,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,.,.,.,.,.,.,.,.,.,.,Strongly disagree,,,.,.,.,Strongly disagree,Strongly disagree,.,.,.,.,.,,,1,2,3,4,Agree,Agree,tenured faculty,,1,2,3,4,"my enthusiasm for data sharing grow during the survey. / To be honest, it was not something I had been thinking about before. But there are many advantages, indeed. certainly because I regularly publish meta-analyses.",1,1,2,3,4,
