"","ResponseID","StartDate","EndDate","Finished","journal","month","year","URL","q","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q9_16","Q9_17","Q10_1","Q10_2","Q10_3","Q10_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q15_1","Q15_2","Q15_3","Q15_4","Q16","Q17","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_11_TEXT","Q20_1","Q20_2","Q20_3","Q20_4","Q21","Q22","Q23","Q23_TEXT","Q24_1","Q24_2","Q24_3","Q24_4","Q26","Q27_1","Q27_2","Q27_3","Q27_4","X","Q11_1","Q11_2","Q11_3"
"33","R_4HgxVJJtp7Dv7dW","2011-02-01 08:38:46","2011-02-01 08:45:00","1","BMC Evol. Biol.","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Disagree","Somewhat Agree","student","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","I don't know","I don't know"
"34","R_9XKhovHnZPtZSQs","2011-02-01 08:40:18","2011-02-01 08:45:48","1","PLoS. Biol.","OCT","2010","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Many times","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Once","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Disagree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","",""
"35","R_73P0srIjHe5I1Te","2011-02-01 08:37:08","2011-02-01 08:46:07","0","J. Evol. Biol.","OCT","2010","","1","1","1","2","3","4","1","Neutral","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","","We plan to share the dataset upon request","","","","We wanted to publicly archive the data but were not able to, for other reasons","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral","Neutral",NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"Recommends online public archiving","Recommends online public archiving","Recommends online public archiving"
"36","R_0dowtqwgY2SqOrO","2011-02-01 08:42:02","2011-02-01 08:52:29","1","Behav. Ecol. Sociobiol.","OCT","2010","","1","1","1","2","3","4","1","Neutral","Neutral","1","2","3","4","2-4 papers","1","2","3","4","A few times","Once","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Strongly Disagree","Strongly Disagree",NA,"Neutral",NA,NA,NA,"","","1","2","3","4","Somewhat Disagree","Somewhat Disagree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Forbids online public archiving","Recommends online public archiving","Recommends online public archiving"
"37","R_1SQsYtwwyEPkkyU","2011-02-01 08:46:24","2011-02-01 08:53:07","1","Glob. Change Biol.","OCT","2010","","1","1","1","2","3","4","1","Somewhat Disagree","Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Agree",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Agree","Somewhat Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"38","R_bJUjhmN6nnJnMxu","2011-02-01 08:42:49","2011-02-01 08:58:13","1","Conserv. Biol.","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","","","","","Other (please specify)","","","","","Other (please specify)","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree","Neutral",NA,"Strongly Disagree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Disagree",NA,"Neutral",NA,NA,"Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Neutral",NA,"","","1","2","3","4","Somewhat Disagree","Somewhat Disagree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"39","R_4OrmB7CeA9l6ab2","2011-02-01 09:07:57","2011-02-01 09:08:21","0","Behav. Ecol. Sociobiol.","OCT","2010","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"40","R_9zy48GfFxGE6tLK","2011-02-01 08:59:54","2011-02-01 09:08:38","1","Oikos","OCT","2010","","1","1","1","2","3","4","1","Disagree","Strongly Disagree","1","2","3","4","None","1","2","3","4","Many times","A few times","A few times","Once","Never","Never","Never","Never","Never","Never","Never","Once","Many times","A few times",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Agree",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","1","2","3","4","Strongly Agree","Strongly Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"41","R_3DINgz0swmyIdM0","2011-02-01 09:07:32","2011-02-01 09:16:09","0","Evolution","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","We did not collect any data for that publication","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Agree","student","","1","2","3","4","","","","","",NA,"I don't know","No policy","Recommends online public archiving"
"42","R_6PbQqXEgnVEJgws","2011-02-01 09:20:06","2011-02-01 09:27:00","0","Conserv. Biol.","OCT","2010","","1","1","1","2","3","4","1","Somewhat Disagree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,"Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"Neutral",NA,"Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","","","1","2","3","4","Somewhat Agree","Somewhat Disagree","student","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"43","R_1R1AxTiZ4BFrO60","2011-02-01 09:27:39","2011-02-01 09:41:00","1","Ecology","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Strongly Disagree","Neutral","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,"Neutral","Neutral","Neutral",NA,"Neutral","","","1","2","3","4","Somewhat Agree","Somewhat Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"44","R_3sCK0zyT3tZt05m","2011-02-01 09:42:05","2011-02-01 09:44:25","0","Glob. Change Biol.","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","None","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"45","R_cD7iUr8mas9Txek","2011-02-01 09:31:30","2011-02-01 09:47:02","1","Proc. R. Soc. B-Biol. Sci.","OCT","2010","","1","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Once","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","Other (please specify)","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Strongly Disagree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,"Neutral",NA,NA,"","","1","2","3","4","Strongly Agree","Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Requires online public archiving","I don't know"
"46","R_6Q2sKwqpvJShxfS","2011-02-01 09:45:08","2011-02-01 09:55:03","1","Oikos","OCT","2010","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once","Never","Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"47","R_6WDWuNQx4ksVpHe","2011-02-01 09:33:30","2011-02-01 09:59:26","1","J. Exp. Biol.","OCT","2010","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,"Neutral","","","1","2","3","4","Strongly Disagree","Strongly Disagree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"48","R_abeu6kL3TP3qVrC","2011-02-01 10:04:33","2011-02-01 10:11:31","1","J. Exp. Biol.","OCT","2010","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","2-4 papers","1","2","3","4","Once","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","1","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Neutral","Neutral","student","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","Requires online public archiving","Requires online public archiving"
"49","R_cYfF2QJDB4wtbSY","2011-02-01 10:24:41","2011-02-01 10:26:34","0","Proc. R. Soc. B-Biol. Sci.","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"50","R_e3VX64W081jnlha","2011-02-01 10:17:34","2011-02-01 10:34:04","1","Mol. Ecol.","OCT","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","Once","Never","A few times","Once","Never","Never","Once","Never","Once","Never","Never","Once","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Somewhat Agree","non-tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","No policy"
"51","R_0demIf5syZZgC4k","2011-02-01 11:48:07","2011-02-01 11:56:53","0","Oecologia","OCT","2010","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","None","1","2","3","4","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Neutral","","","1","2","3","4","Somewhat Agree","Neutral","student","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"52","R_9KB4Kp4m5532qQk","2011-02-01 12:05:49","2011-02-01 12:10:39","0","Plant J.","OCT","2010","","1","1","1","2","3","4","1","Strongly Agree","Somewhat Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","A few times","A few times","Many times","Never","Never","Never","Once","A few times","Once","Never","A few times","Never","Many times",NA,"Once","1","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"53","R_eJ5qtuSelTZji3W","2011-02-01 11:58:19","2011-02-01 12:12:46","1","Oikos","OCT","2010","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","No papers with own data","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","I don't know"
