"","ResponseID","ResponseDate","PublicationDate","Journal","Q_1","Q_2","Q_3","Q_4_1","Q_4_2","Q_4_3","Q_4_4","Q_4_5","Q_4_6","Q_4_7","Q_4_8","Q_4_9","Q_4_10","Q_4_11","Q_4_12","Q_4_13","Q_4_14","Q_4_15","Q_4_15_TEXT","Q_4_16","Q_5_1","Q_5_2","Q_5_3","Q_6_1","Q_6_2","Q_6_3","Q_6_4","Q_6_5","Q_6_6","Q_6_6_TEXT","Q_7_1","Q_7_2","Q_7_3","Q_7_4","Q_7_5","Q_7_5_TEXT","Q_7_6","Q_8_1","Q_8_2","Q_8_3","Q_8_4","Q_8_5","Q_8_6","Q_8_7","Q_8_8","Q_8_8_TEXT","Q_8_9","Q_8_10","Q_9","Q_10_1","Q_10_2","Q_10_3","Q_10_4","Q_10_5","Q_10_6","Q_10_7","Q_10_8","Q_10_9","Q_10_10","Q_10_11","Q_10_12","Q_10_12_TEXT","Q_11_1","Q_11_2","Q_11_3","Q_11_4","Q_11_5","Q_11_6","Q_11_7","Q_11_8","Q_11_9","Q_11_10","Q_11_11","Q_11_11_TEXT","Q_12","Q_13","Q_14_1","Q_14_2","Q_15","Q_16"
"37","R_1SQsYtwwyEPkkyU","Feb 2011","Oct 2010","Glob. Change Biol.","Somewhat Disagree","Disagree","1 paper with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Agree",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"","Agree","Somewhat Agree","research staff","","","1"
"38","R_bJUjhmN6nnJnMxu","Feb 2011","Oct 2010","Conserv. Biol.","Somewhat Agree","Somewhat Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","I don't know","I don't know","","","","","","Other (please specify)","we obtained part of the data from an online source","","","","","Other (please specify)","we obtained part of the data from our scientific institution website","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Disagree","Neutral",NA,"Strongly Disagree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Disagree",NA,"","Neutral",NA,NA,"Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Somewhat Disagree","Somewhat Disagree","postdoc","","","1"
"39","R_4OrmB7CeA9l6ab2","Feb 2011","Oct 2010","Behav. Ecol. Sociobiol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"40","R_9zy48GfFxGE6tLK","Feb 2011","Oct 2010","Oikos","Disagree","Strongly Disagree","No papers with archived data","Many times","A few times","A few times","Once","Never","Never","Never","Never","Never","Never","Never","Once","Many times","A few times",NA,"","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Agree",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Disagree",NA,"","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Strongly Agree","Strongly Agree","research staff","","Two comments: / 1) I have been trying to find funding to post my dataset for public use on a web site (it is a large informatics dataset and needs a web based server as opposed to a repository like KNB - but so far I haven't found funding. / 2) I'm all for sharing data sets.  But as a part-time, soft-money researcher constantly scrambling for funds, it is difficult for me to archive my datasets without having the funding to appropriately format them and develop metadata.","1"
"41","R_3DINgz0swmyIdM0","Feb 2011","Oct 2010","Evolution","Somewhat Agree","Somewhat Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","Recommends online public archiving","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"","Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree",NA,"","Agree","Agree","student","","",""
"42","R_6PbQqXEgnVEJgws","Feb 2011","Oct 2010","Conserv. Biol.","Somewhat Disagree","Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,NA,NA,"Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"","Neutral",NA,"Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral",NA,"","Somewhat Agree","Somewhat Disagree","student","","",""
"43","R_1R1AxTiZ4BFrO60","Feb 2011","Oct 2010","Ecology","Somewhat Agree","Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","No policy","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral",NA,NA,"Strongly Disagree","Neutral","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"","Neutral",NA,NA,NA,NA,"Neutral","Neutral","Neutral",NA,"Neutral",NA,"","Somewhat Agree","Somewhat Agree","postdoc","","","1"
"44","R_3sCK0zyT3tZt05m","Feb 2011","Oct 2010","Glob. Change Biol.","Somewhat Agree","Disagree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"45","R_cD7iUr8mas9Txek","Feb 2011","Oct 2010","Proc. R. Soc. B-Biol. Sci.","Agree","Somewhat Disagree","2-4 papers with archived data","Never","Once","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"","Never","Recommends online public archiving","Requires online public archiving","I don't know","ALL datasets are publicly available online","","","","","Other (please specify)","All the sequence data was taken from genbank  we give accession numbers but haven't provided the alignments","Journal supplementary information","","","","","","","","","","","","","","","","","","Strongly Disagree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Neutral",NA,NA,NA,"Neutral",NA,NA,NA,"","Strongly Agree","Agree","postdoc","","I think this is a very important topic, open data is vitally important for my field of research that takes advantage of data mining to do large scale macroevolutionary analyses.","1"
"46","R_6Q2sKwqpvJShxfS","Feb 2011","Oct 2010","Oikos","Disagree","Disagree","No papers with archived data","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once","Never","","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Somewhat Agree","Agree","postdoc","","","1"
"47","R_6WDWuNQx4ksVpHe","Feb 2011","Oct 2010","J. Exp. Biol.","Agree","Disagree","2-4 papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,"Neutral",NA,"","Strongly Disagree","Strongly Disagree","tenured faculty","","The value of a dataset is very strongly conditioned on the nature of the experiment.  In some areas, very often mine (neurophysiology), the data is completely dependent on the experimental setup and procedure - it is rare that data from two labs working on the same or similar questions could usefully pool their data without explicit coordination to ensure that all the procedures and conditions are identical.  The only real uses for archiving data like this is to check that published statistical analyses of the data are valid and perhaps to mine it for answers to additional questions that depend on that specific protocol.  ","1"
"48","R_abeu6kL3TP3qVrC","Feb 2011","Oct 2010","J. Exp. Biol.","Strongly Agree","Strongly Agree","2-4 papers with archived data","Once","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","Requires online public archiving","Requires online public archiving","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","","","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Neutral","Neutral","student","","","1"
"49","R_cYfF2QJDB4wtbSY","Feb 2011","Oct 2010","Proc. R. Soc. B-Biol. Sci.","Somewhat Agree","Somewhat Agree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never",NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"50","R_e3VX64W081jnlha","Feb 2011","Oct 2010","Mol. Ecol.","Agree","Agree","5+ papers with archived data","A few times","Once","Never","A few times","Once","Never","Never","Once","Never","Once","Never","Never","Once","Never",NA,"","Never","Recommends online public archiving","Recommends online public archiving","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,"Neutral",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Agree","Somewhat Agree","non-tenured faculty","","","1"
"51","R_0demIf5syZZgC4k","Feb 2011","Oct 2010","Oecologia","Agree","Disagree","No papers with archived data","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,"",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Neutral",NA,"","Somewhat Agree","Neutral","student","","",""
"52","R_9KB4Kp4m5532qQk","Feb 2011","Oct 2010","Plant J.","Strongly Agree","Somewhat Agree","5+ papers with archived data","A few times","A few times","A few times","Many times","Never","Never","Never","Once","A few times","Once","Never","A few times","Never","Many times",NA,"","Once",NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"53","R_eJ5qtuSelTZji3W","Feb 2011","Oct 2010","Oikos","Somewhat Agree","Disagree","No papers based on own data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","Recommends online public archiving","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Agree","Neutral","postdoc","","","1"
"54","R_3eCWYvo2ACLmGQk","Feb 2011","Oct 2010","Faseb J.","Neutral","Strongly Agree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"55","R_eWO0Is2acHl5Sde","Feb 2011","Oct 2010","Proc. R. Soc. B-Biol. Sci.","Neutral","Disagree","No papers with archived data","A few times","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once",NA,"","Once","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,"Neutral",NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"","Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,"","Somewhat Agree","Somewhat Agree","student","","",""
"56","R_3RfI0etdwyoFaSw","Feb 2011","Oct 2010","Ecol. Appl.","Disagree","Disagree","2-4 papers with archived data","A few times","A few times","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"","Never","Recommends online public archiving","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","We plan to share the dataset upon request","","","","","","","","","Disagree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,"","Agree","Neutral","research staff","","",""
"57","R_72j7Y5oqVQs0xbC","Feb 2011","Oct 2010","Biol. J. Linnean Soc.","Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Once","Once","Once","Once","A few times","Never","Never","Never","Many times","A few times",NA,"","Once","Recommends online public archiving","I don't know","I don't know","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","Other (please specify)","gen bank","","","","","","","","","Other (please specify)","I'm not affiliated with an institution so I don't have anywhere to put my datasets.","","","Somewhat Disagree",NA,NA,"Strongly Disagree","Strongly Agree",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree",NA,"","Somewhat Agree","Somewhat Agree","non-tenured faculty","","","1"
